timestamp_task;participant_ID;task_ID;event
51113;U16;2;Pop-up in map: pouste a polopouste
53958;U16;2;Pop-up in map: tropicke destne lesy
56656;U16;2;Pop-up in map: tropicke destne lesy
58941;U16;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
65956;U16;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
66718;U16;2;Pop-up in map: savany a suche stepi
66961;U16;2;Pop-up in map: tropicke destne lesy
67639;U16;2;Pop-up in map: savany a suche stepi
68753;U16;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
69544;U16;2;Pop-up in map: savany a suche stepi
72613;U16;2;Pop-up in map: pouste a polopouste
79916;U16;2;Pop-up in map: pouste a polopouste
81206;U16;2;Pop-up in map: pouste a polopouste
83314;U16;2;Pop-up in map: pouste a polopouste
85678;U16;2;Pop-up in map: savany a suche stepi
90524;U16;2;Pop-up in map: pouste a polopouste
92398;U16;2;Pop-up in map: pouste a polopouste
93534;U16;2;Pop-up in map: lesostepi a stepi
94768;U16;2;Pop-up in map: pouste a polopouste
95083;U16;2;Pop-up in map: lesostepi a stepi
96158;U16;2;Pop-up in map: savany a suche stepi
97294;U16;2;Pop-up in map: lesostepi a stepi
97498;U16;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
100683;U16;2;Pop-up in map: savany a suche stepi
102533;U16;2;Pop-up in map: savany a suche stepi
103182;U16;2;Pop-up in map: lesostepi a stepi
103842;U16;2;Pop-up in map: savany a suche stepi
105254;U16;2;Pop-up in map: lesostepi a stepi
107594;U16;2;Pop-up in map: savany a suche stepi
109646;U16;2;Pop-up in map: lesostepi a stepi
110729;U16;2;Pop-up in map: pouste a polopouste
114157;U16;2;Pop-up in map: vegetace stredomorskeho typu
116357;U16;2;Pop-up in map: pouste a polopouste
118194;U16;2;Pop-up in map: savany a suche stepi
118512;U16;2;Pop-up in map: pouste a polopouste
119551;U16;2;Pop-up in map: pouste a polopouste
124106;U16;2;Pop-up in map: alpinska a vysokohorska vegetace
125629;U16;2;Pop-up in map: pouste a polopouste
126412;U16;2;Pop-up in map: savany a suche stepi
127216;U16;2;Pop-up in map: tropicke destne lesy
127401;U16;2;Pop-up in map: savany a suche stepi
129211;U16;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
129457;U16;2;Pop-up in map: savany a suche stepi
132109;U16;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
133160;U16;2;Pop-up in map: pouste a polopouste
134625;U16;2;Pop-up in map: subtropicke lesy (suche i vlhke)
135992;U16;2;Pop-up in map: pouste a polopouste
36044;U16;4;Zlato (click)
7182;U17;2;Pop-up in map: pouste a polopouste
9959;U17;2;Hover in legend: alpinska a vysokohorska vegetace
17421;U17;2;Pop-up in map: tropicke destne lesy
17914;U17;2;Pop-up in map: tropicke destne lesy
21312;U17;2;Pop-up in map: tropicke destne lesy
22922;U17;2;Pop-up in map: savany a suche stepi
26959;U17;2;Pop-up in map: pouste a polopouste
30992;U17;2;Pop-up in map: vegetace stredomorskeho typu
50990;U17;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
51415;U17;2;Pop-up in map: tropicke destne lesy
52174;U17;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
54797;U17;2;Pop-up in map: savany a suche stepi
58577;U17;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
59488;U17;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
64005;U17;2;Pop-up in map: savany a suche stepi
48837;U17;4;Zlato (hover - start)
52537;U17;4;Zlato (hover - end)
61867;U17;4;Zlato (hover - start)
65133;U17;4;Zlato (hover - end)
66665;U17;4;Zlato (hover - start)
81923;U17;4;Zlato (hover - end)
84141;U17;4;Zlato (hover - start)
85603;U17;4;Zlato (hover - end)
88766;U17;4;Zlato (hover - start)
83816;U18;2;Pop-up in map: pouste a polopouste
84406;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
84859;U18;2;Pop-up in map: savany a suche stepi
86089;U18;2;Hover in legend: tajga
86341;U18;2;Hover in legend: tundry a lesotundry
87502;U18;2;Pop-up in map: savany a suche stepi
89082;U18;2;Pop-up in map: savany a suche stepi
99619;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
102341;U18;2;Pop-up in map: pouste a polopouste
105566;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
107817;U18;2;Pop-up in map: savany a suche stepi
114364;U18;2;Pop-up in map: savany a suche stepi
118240;U18;2;Pop-up in map: pouste a polopouste
118934;U18;2;Pop-up in map: savany a suche stepi
122780;U18;2;Pop-up in map: pouste a polopouste
123322;U18;2;Pop-up in map: lesostepi a stepi
125140;U18;2;Pop-up in map: savany a suche stepi
125689;U18;2;Pop-up in map: savany a suche stepi
126305;U18;2;Pop-up in map: vegetace mocalu a bazin
126567;U18;2;Pop-up in map: savany a suche stepi
127469;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
127657;U18;2;Pop-up in map: savany a suche stepi
128210;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
129782;U18;2;Pop-up in map: savany a suche stepi
130467;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
131230;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
132677;U18;2;Pop-up in map: tropicke destne lesy
134650;U18;2;Pop-up in map: savany a suche stepi
136029;U18;2;Pop-up in map: pouste a polopouste
136270;U18;2;Pop-up in map: savany a suche stepi
136817;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
138330;U18;2;Pop-up in map: vegetace stredomorskeho typu
139195;U18;2;Pop-up in map: pouste a polopouste
139760;U18;2;Pop-up in map: savany a suche stepi
140309;U18;2;Pop-up in map: tropicke destne lesy
140647;U18;2;Pop-up in map: pouste a polopouste
141050;U18;2;Pop-up in map: vegetace stredomorskeho typu
141830;U18;2;Pop-up in map: pouste a polopouste
142547;U18;2;Pop-up in map: savany a suche stepi
143354;U18;2;Pop-up in map: pouste a polopouste
145269;U18;2;Pop-up in map: subtropicke lesy (suche i vlhke)
147049;U18;2;Pop-up in map: savany a suche stepi
147402;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
148557;U18;2;Pop-up in map: lesostepi a stepi
149035;U18;2;Pop-up in map: savany a suche stepi
149280;U18;2;Pop-up in map: subtropicke lesy (suche i vlhke)
150284;U18;2;Pop-up in map: savany a suche stepi
150670;U18;2;Pop-up in map: lesostepi a stepi
152032;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
152247;U18;2;Pop-up in map: savany a suche stepi
160390;U18;2;Pop-up in map: savany a suche stepi
164343;U18;2;Pop-up in map: pouste a polopouste
170937;U18;2;Pop-up in map: savany a suche stepi
178435;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
178623;U18;2;Pop-up in map: pouste a polopouste
181547;U18;2;Pop-up in map: savany a suche stepi
182612;U18;2;Pop-up in map: pouste a polopouste
184188;U18;2;Pop-up in map: vegetace stredomorskeho typu
186048;U18;2;Pop-up in map: pouste a polopouste
186990;U18;2;Pop-up in map: pouste a polopouste
193065;U18;2;Pop-up in map: vegetace stredomorskeho typu
195200;U18;2;Pop-up in map: pouste a polopouste
198355;U18;2;Pop-up in map: vegetace stredomorskeho typu
199108;U18;2;Pop-up in map: vegetace stredomorskeho typu
200271;U18;2;Pop-up in map: pouste a polopouste
202171;U18;2;Pop-up in map: vegetace stredomorskeho typu
202681;U18;2;Pop-up in map: pouste a polopouste
203471;U18;2;Pop-up in map: vegetace mocalu a bazin
203741;U18;2;Pop-up in map: pouste a polopouste
205020;U18;2;Pop-up in map: savany a suche stepi
206453;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
208715;U18;2;Pop-up in map: savany a suche stepi
209675;U18;2;Pop-up in map: tropicke destne lesy
210965;U18;2;Pop-up in map: tropicke destne lesy
213371;U18;2;Pop-up in map: tropicke destne lesy
216223;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
217153;U18;2;Pop-up in map: tropicke destne lesy
219751;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
227096;U18;2;Pop-up in map: savany a suche stepi
228263;U18;2;Pop-up in map: savany a suche stepi
229368;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
229540;U18;2;Pop-up in map: savany a suche stepi
229803;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
233441;U18;2;Pop-up in map: pouste a polopouste
233741;U18;2;Pop-up in map: savany a suche stepi
236618;U18;2;Pop-up in map: pouste a polopouste
238181;U18;2;Pop-up in map: vegetace stredomorskeho typu
238864;U18;2;Pop-up in map: savany a suche stepi
239588;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
241246;U18;2;Pop-up in map: savany a suche stepi
242813;U18;2;Pop-up in map: pouste a polopouste
246604;U18;2;Pop-up in map: savany a suche stepi
247094;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
248088;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
251816;U18;2;Pop-up in map: savany a suche stepi
255633;U18;2;Pop-up in map: pouste a polopouste
256301;U18;2;Pop-up in map: savany a suche stepi
256748;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
256933;U18;2;Pop-up in map: savany a suche stepi
257701;U18;2;Pop-up in map: pouste a polopouste
257971;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
258683;U18;2;Pop-up in map: savany a suche stepi
259594;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
260006;U18;2;Pop-up in map: savany a suche stepi
263969;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
264639;U18;2;Pop-up in map: vegetace mocalu a bazin
265376;U18;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
28231;U18;4;Zlato (hover - start)
30210;U18;4;Zlato (click)
30210;U18;4;Zlato (hover - end)
32542;U19;4;Zlato (click)
50379;U20;4;Zlato (hover - start)
50664;U20;4;Zlato (hover - end)
51503;U20;4;Zlato (click)
27174;U20;2;Pop-up in map: lesostepi a stepi
29582;U20;2;Hover in legend: alpinska a vysokohorska vegetace
30080;U20;2;Hover in legend: subtropicke lesy (suche i vlhke)
31072;U20;2;Pop-up in map: tropicke destne lesy
31807;U20;2;Pop-up in map: savany a suche stepi
35708;U20;2;Pop-up in map: savany a suche stepi
38248;U20;2;Hover in legend: tropicke a subtropicke lesy (suche a vlhke)
38712;U20;2;Hover in legend: vegetace mocalu a bazin
39162;U20;2;Hover in legend: tropicke destne lesy
42362;U20;2;Hover in legend: tropicke a subtropicke lesy (suche a vlhke)
47498;U20;2;Hover in legend: pouste a polopouste
48268;U20;2;Hover in legend: savany a suche stepi
49823;U20;2;Hover in legend: pouste a polopouste
52743;U20;2;Hover in legend: subtropicke lesy (suche i vlhke)
53320;U20;2;Hover in legend: pouste a polopouste
53765;U20;2;Hover in legend: subtropicke lesy (suche i vlhke)
54295;U20;2;Hover in legend: pouste a polopouste
57725;U20;2;Hover in legend: vegetace stredomorskeho typu
58453;U20;2;Hover in legend: lesostepi a stepi
61480;U20;2;Pop-up in map: savany a suche stepi
27362;U21;4;Zlato (hover - start)
28160;U21;4;Zlato (click)
28160;U21;4;Zlato (hover - end)
41058;U21;2;Pop-up in map: savany a suche stepi
42006;U21;2;Pop-up in map: tropicke destne lesy
47841;U21;2;Pop-up in map: lesostepi a stepi
48175;U21;2;Pop-up in map: tundry a lesotundry
49318;U21;2;Pop-up in map: savany a suche stepi
49973;U21;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
50360;U21;2;Pop-up in map: tropicke destne lesy
51755;U21;2;Pop-up in map: tropicke destne lesy
52435;U21;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
53415;U21;2;Pop-up in map: tropicke destne lesy
53793;U21;2;Pop-up in map: savany a suche stepi
54093;U21;2;Pop-up in map: pouste a polopouste
56273;U21;2;Pop-up in map: pouste a polopouste
58333;U21;2;Pop-up in map: savany a suche stepi
58915;U21;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
61798;U21;2;Pop-up in map: pouste a polopouste
62143;U21;2;Pop-up in map: savany a suche stepi
62558;U21;2;Pop-up in map: pouste a polopouste
64634;U21;2;Pop-up in map: tropicke destne lesy
65121;U21;2;Pop-up in map: savany a suche stepi
67413;U21;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
67738;U21;2;Pop-up in map: tropicke destne lesy
68409;U21;2;Pop-up in map: savany a suche stepi
69089;U21;2;Pop-up in map: tropicke destne lesy
73199;U21;2;Pop-up in map: tropicke destne lesy
73581;U21;2;Pop-up in map: tropicke a subtropicke lesy (suche i vlhke)
73888;U21;2;Pop-up in map: savany a suche stepi
28106;U22;2;Pop-up in map: tropicke destne lesy
32283;U22;2;Pop-up in map: tropicke destne lesy
39736;U22;2;Pop-up in map: savany a suche stepi
44651;U22;2;Pop-up in map: pouste a polopouste
48218;U22;2;Pop-up in map: tropicke destne lesy
48444;U22;2;Pop-up in map: savany a suche stepi
21367;U22;4;Zlato (hover - start)
42537;U22;4;Zlato (hover - end)
43245;U22;4;Zlato (hover - start)
43742;U22;4;Zlato (click)
43742;U22;4;Zlato (hover - end)
5886;U23;2;Pop-up in map: savany a suche stepi
8180;U23;2;Hover in legend: trvale zalednene oblasti
8465;U23;2;Hover in legend: tundry a lesotundry
8952;U23;2;Hover in legend: listnate, jehlicnate a smisene lesy mirneho pasu
9747;U23;2;Pop-up in map: tropicke destne lesy
28075;U23;4;Zlato (hover - start)
29328;U23;4;Zlato (hover - end)
29815;U23;4;Zlato (hover - start)
48468;U23;4;Zlato (hover - end)
51286;U23;4;Zlato (hover - start)
56223;U23;4;Zlato (hover - end)
57975;U23;4;Zlato (hover - start)
73586;U23;4;Zlato (hover - end)
76854;U23;4;Zlato (hover - start)
78571;U23;4;Zlato (hover - end)
81573;U23;4;Zlato (hover - start)
93076;U23;4;Zlato (hover - end)
100646;U23;4;Zlato (hover - start)
101268;U23;4;Zlato (hover - end)
103134;U23;4;Zlato (hover - start)
16819;U24;2;Pop-up in map: pouste a polopouste
19494;U24;2;Pop-up in map: pouste a polopouste
20983;U24;2;Pop-up in map: savany a suche stepi
22463;U24;2;Hover in legend: tundry a lesotundry
24228;U24;2;Hover in legend: tajga
